time,ASkin,APlasma,[APlasma]
9.541666666666666,516.093842978248,6193.1261134180495,6193.1261134180495
9.583333333333334,516.0937787143091,6193.12533532566,6193.12533532566
9.625,516.0937116026374,6193.124526088523,6193.124526088523
9.666666666666666,516.093639740531,6193.123664897444,6193.123664897444
9.708333333333334,516.0935701497871,6193.122828547582,6193.122828547582
9.75,516.0934999125559,6193.1219851272635,6193.1219851272635
9.791666666666666,516.093427885105,6193.121122127807,6193.121122127807
9.833333333333334,516.0933596928475,6193.1203010727495,6193.1203010727495
9.875,516.093289209211,6193.119454957581,6193.119454957581
9.916666666666666,516.0932154037095,6193.1185725121895,6193.1185725121895
9.958333333333334,516.0931451178326,6193.117728559875,6193.117728559875
10.0,516.0930739828418,6193.116875321078,6193.116875321078
